job,answer
nég.,"banques,établissements financiers"
voiturier,transports
menuis.,"bois,liège,meubles"
primeurs,produits alimentaires
taill.,industrie du papier
g.-front.,industrie textile
Grancy 7,"employés pour tous,célibataires"
empl. de banque,"banques,établissements financiers"
laveur,réparations
charpentier,"construction,charpenterie"
empl. post.,"employés pour tous,célibataires"
coiffeur,commerce de détail
chef de l'Economat CFF.,commerce de détail
plâtrier,"construction,charpenterie"
relieur,industrie du papier
prof.,bureaux de consultation
secrét.,bureaux de consultation
cout.,"construction,charpenterie"
entrep.,"agences,locations,consultations"
cout.,industrie textile
cout.,industrie textile
compt.,"banques,établissements financiers"
infirm.,"employés pour tous,célibataires"
md de volailles,produits alimentaires
charret.,transports
tabacs,commerce de détail
instit.,administration publique
confiser.,produits alimentaires
institutrice,"agences,locations,consultations"
prof. piano,arts graphiques
galocher,
compt.,"banques,établissements financiers"
emp.,"employés pour tous,célibataires"
entrepreneur,"agences,locations,consultations"
reprès.,commerce de détail
ménag..,employées pour le ménage et la ferme
juge fédéral,administration publique
sell,commerce de détail
tabacs,commerce de détail
ing. C.F.F.,transports
secrét.,bureaux de consultation
ing.,industrie chimique
charretier,transports
ag. pol.,administration publique
étudi.,"agences,locations,consultations"
garde-malade,employées pour le ménage et la ferme
apiculteur,"journaliers,entretien"
gérances,"agences,locations,consultations"
past.,"journalières,entretien"
avocat,"agences,locations,consultations"
contrôleur des écoles,administration publique
m. d'ouvrages,"construction,charpenterie"
cuisin.,produits alimentaires
cout.,"vêtements, lingerie,chaussures,literies"
garde-front.,transports
tapissier,"bois,liège,meubles"
consulat,administration publique
impr.,arts graphiques
commis postal,"agences,locations,consultations"
télégr.,"gaz,eau,éléctricité"
journ.,"journaliers,entretien"
gyps.,transports
lingère,"vêtements, lingerie,chaussures,literies"
lingère,"vêtements, lingerie,chaussures,literies"
ouvr. C.F.F.,
secret. d'hôtel,"hôtellerie,restauration"
étud.,"agences,locations,consultations"
ag. de pol.,administration publique
nég.,"banques,établissements financiers"
cout.,"construction,charpenterie"
laitier,produits alimentaires
ajust.,réparations
g.-malades,"employés pour tous,célibataires"
boulang.,produits alimentaires
cout.,industrie textile
coiff.,commerce de détail
journal.,arts graphiques
chef Economat des postes,administration publique
étud.,"agences,locations,consultations"
inst.,administration publique
dom.,employées pour le ménage et la ferme
journal.,arts graphiques
étud.,"agences,locations,consultations"
voyag.,transports
éditeur,arts graphiques
prof,administration publique
g.-mal.,réparations
étud.,"agences,locations,consultations"
serrur.,industrie des métaux
prof. de piano,arts graphiques
g.-mal.,réparations
dom.,employées pour le ménage et la ferme
somm.,"hôtellerie,restauration"
empl. C. F. F.,"employés pour tous,célibataires"
jardin.,"journaliers,entretien"
prof. de musique,arts graphiques
relieur,industrie du papier
mécar.,industrie des métaux
journal.,arts graphiques
repr.,commerce de détail
électr.,"gaz,eau,éléctricité"
cuisin.,produits alimentaires
cond. C. F. F.,
emp.,"employés pour tous,célibataires"
not.,réparations
dessinateur,arts graphiques
direct.,administration publique
directeur des postes,administration publique
chef de train,transports
emp.,"employés pour tous,célibataires"
chauf.,transports
compt.,"banques,établissements financiers"
inst.,administration publique
dessinat.,arts graphiques
charretier,transports
instit.,administration publique
prof.,"agences,locations,consultations"
emp.,"employés pour tous,célibataires"
contr. Sécuritas,"agences,locations,consultations"
ingén.,industrie chimique
chauf.,transports
garde-malade,employées pour le ménage et la ferme
sculpt.,arts graphiques
horlog.,horlogerie
ingén. chef de la Ville,administration publique
fumiste,réparations
cuisin.,produits alimentaires
repasseuse,industrie textile
préparat.,produits alimentaires
médecin,"agences,locations,consultations"
horlog.,horlogerie
emp. de bur.,"employés pour tous,célibataires"
cordonnier,"vêtements, lingerie,chaussures,literies"
papeterie,industrie du papier
commis postal,administration publique
blanchisseur,industrie textile
charretier,transports
emp. banq,"banques,établissements financiers"
primeurs,produits alimentaires
retraité CFF,administration publique
élect.,"gaz,eau,éléctricité"
compt,"banques,établissements financiers"
commis post.,"agences,locations,consultations"
ingén.,administration publique
cocher,réparations
gendarme,administration publique
encaustique,arts graphiques
limonadier,"hôtellerie,restauration"
horlog.,horlogerie
tapissier,"construction,charpenterie"
ing,industrie chimique
boulang.,produits alimentaires
mécæn.,"agences,locations,consultations"
confections,"vêtements, lingerie,chaussures,literies"
mécæn.,"banques,établissements financiers"
commis post.,"agences,locations,consultations"
instit.,administration publique
électric.,"gaz,eau,éléctricité"
lingère,"vêtements, lingerie,chaussures,literies"
giletière,"bijouterie,gravure,frappe"
taill.,industrie du papier
domest.,employées pour le ménage et la ferme
surveillant Ecole de réforme,administration publique
infirm.,réparations
économe à l’Hôpital,employées pour le ménage et la ferme
charretier,transports
lingère,"vêtements, lingerie,chaussures,literies"
agr.,employées pour le ménage et la ferme
empl. C. F. F.,"employés pour tous,célibataires"
teinturerie,industrie textile
teinturier,industrie textile
journalier,"journaliers,entretien"
cond. C. F. F.,
surveillant,"agences,locations,consultations"
reprês.,réparations
inspect. C. F. F.,administration publique
reprès.,commerce de détail
bur. postal,"agences,locations,consultations"
ében.,"bois,liège,meubles"
étud.,"agences,locations,consultations"
boucher,produits alimentaires
nég.,"banques,établissements financiers"
méded.,réparations
g. de courses,"journalières,entretien"
chapelier,"vêtements, lingerie,chaussures,literies"
cafetier,"hôtellerie,restauration"
voyag.,transports
blanchisseuse,employées pour le ménage et la ferme
commissionnaire,"agences,locations,consultations"
instit.,administration publique
ag. de pol.,administration publique
nég.,"banques,établissements financiers"
prof. de droit,bureaux de consultation
institutrice,"agences,locations,consultations"
portier,"agences,locations,consultations"
gouv.,administration publique
direct.,administration publique
lithog.,arts graphiques
cap. C. G. N.,administration publique
peintre,arts graphiques
secrétaire,bureaux de consultation
coutel.,industrie des métaux
electr. CFF.,"gaz,eau,éléctricité"
magasinier,commerce de détail
thés,produits alimentaires
architecte,"construction,charpenterie"
comm. C.F.,commerce de gros
gyps.,transports
ménag,employées pour le ménage et la ferme
méc.,industrie des métaux
vins,produits alimentaires
boulangerie,produits alimentaires
prof.,bureaux de consultation
ganterie,industrie textile
plâtrier,"construction,charpenterie"
serrurier,industrie des métaux
peintre,arts graphiques
vitrier,"construction,charpenterie"
prof.,bureaux de consultation
relieur,industrie du papier
étud,"agences,locations,consultations"
mécanic.,réparations
inst.,administration publique
plâtr.,"construction,charpenterie"
ag. de pol.,administration publique
méc.,industrie des métaux
maître de mathématiques,bureaux de consultation
empl. de banque,"banques,établissements financiers"
chauff. d’auto,transports
antiq.,commerce de détail
fabric.,industrie textile
nég.,"banques,établissements financiers"
matériel électr.,"gaz,eau,éléctricité"
blanchisseuse,employées pour le ménage et la ferme
profess. de danse,arts graphiques
télép.,réparations
étudi.,"agences,locations,consultations"
télép.,transports
serrurier,industrie des métaux
cuisinier,"hôtellerie,restauration"
épic.,produits alimentaires
tabacs,commerce de détail
pâtis.,produits alimentaires
télégraph.,transports
juge fédéral,administration publique
bouch.,réparations
commis postal,"agences,locations,consultations"
cordon.,"vêtements, lingerie,chaussures,literies"
man. CFF.,transports
artiste dramat.,arts graphiques
avoc.,"agences,locations,consultations"
emp.,"employés pour tous,célibataires"
fonctionn. CFF,transports
Dr chef de radiolog à l'Hôpital,administration publique
fondé de pouv. BCV.,"banques,établissements financiers"
prof. de coupe,industrie textile
emp. bur.,bureaux de consultation
ajusteur,réparations
dir. de travaux,"construction,charpenterie"
électricien,"gaz,eau,éléctricité"
prof. piano,arts graphiques
charcut.,produits alimentaires
paveur,"construction,charpenterie"
cmpl. C. F. F.,
tapissier,"bois,liège,meubles"
municipal,administration publique
insp. d’ass.,assurances privées
tapis.,industrie textile
secrét,"agences,locations,consultations"
journal.,arts graphiques
casserolier,"hôtellerie,restauration"
confiseur,produits alimentaires
cuisin.,produits alimentaires
horticul.,"journaliers,entretien"
charretier,transports
cordonn.,industrie textile
confiseur,produits alimentaires
ouvr. de vil.,"construction,charpenterie"
emp.,"employés pour tous,célibataires"
cafetier,"hôtellerie,restauration"
ciment,pierre et terre
cout.,"construction,charpenterie"
peintre,arts graphiques
cout.,industrie textile
charcut.,produits alimentaires
plâtrier,"construction,charpenterie"
gypsier-peint.,arts graphiques
giletière,"bijouterie,gravure,frappe"
journal.,arts graphiques
lieut. de gend. retraité,administration publique
chauffeur C.F.F.,transports
serrurier,industrie des métaux
fille d'office,employées pour le ménage et la ferme
entrepr.,"construction,charpenterie"
ouv. fabr.,industrie du papier
chauff,transports
coiff.,commerce de détail
tailleur,"vêtements, lingerie,chaussures,literies"
vitrier,"construction,charpenterie"
empl. m.a,"employés pour tous,célibataires"
mod.,arts graphiques
confis,produits alimentaires
coutur,"vêtements, lingerie,chaussures,literies"
primeurs,produits alimentaires
cimentier,pierre et terre
boucher,produits alimentaires
diaconesse,employées pour le ménage et la ferme
serrur.,industrie des métaux
cordonn.,"vêtements, lingerie,chaussures,literies"
confiseur,produits alimentaires
serrur.,industrie des métaux
coiffeur,commerce de détail
cordonn.,"vêtements, lingerie,chaussures,literies"
compt. trams.,transports
méd.,"agences,locations,consultations"
étud.,"agences,locations,consultations"
institutrice,"agences,locations,consultations"
empl. post.,"employés pour tous,célibataires"
emp.,"employés pour tous,célibataires"
emp.,"employés pour tous,célibataires"
m. d'hôtel,"hôtellerie,restauration"
postillon,transports
magasin.,commerce de détail
adjoint C. F. F.,administration publique
boucherie,produits alimentaires
prof.,bureaux de consultation
journ.,"journaliers,entretien"
domest.,employées pour le ménage et la ferme
prof.,administration publique
cout.,industrie textile
laitier,produits alimentaires
compt.,"banques,établissements financiers"
coiff.,commerce de détail
encadreur,arts graphiques
pensionnat,"agences,locations,consultations"
journalière,"journalières,entretien"
infirm.,"journalières,entretien"
asphalt.,"construction,charpenterie"
répqss.,réparations
poliss.,réparations
asphaltages,"construction,charpenterie"
horticul.,"journaliers,entretien"
étud,administration publique
tailleur,"vêtements, lingerie,chaussures,literies"
entrepreneur,"agences,locations,consultations"
avocat,"agences,locations,consultations"
mécanc.,réparations
anc. ins.,assurances privées
mécanic. CFF,transports
commerç.,commerce de détail
empl. banq.,"banques,établissements financiers"
gardien,"journaliers,entretien"
médecin,bureaux de consultation
professeur,bureaux de consultation
vacher,vachers célibataires
colport.,commerce de détail
menuis.,"bois,liège,meubles"
confis.,
charretier,transports
géomètre,"agences,locations,consultations"
café de la,"hôtellerie,restauration"
serrur.,industrie des métaux
emp. banque,"banques,établissements financiers"
cafetier,"hôtellerie,restauration"
élect.,"gaz,eau,éléctricité"
diacon.,administration publique
vitrier,"construction,charpenterie"
confis.,
f. de chambre l'Avant Poste,"hôtellerie,restauration"
café,"hôtellerie,restauration"
empl. T. L.,"employés pour tous,célibataires"
chaudr.,industrie du papier
chaudr.,industrie du papier
étudi.,"agences,locations,consultations"
bouleng.,produits alimentaires
cout.,"vêtements, lingerie,chaussures,literies"
journal.,arts graphiques
postillon,transports
charcutier,produits alimentaires
chaudr.,industrie du papier
manœuv.,"journaliers,entretien"
dessin.,arts graphiques
ingénieur,industrie chimique
tonnelier,"bois,liège,meubles"
tapiss.,"bois,liège,meubles"
cordonnier,"vêtements, lingerie,chaussures,literies"
draperies,"vêtements, lingerie,chaussures,literies"
télégraphiste,"agences,locations,consultations"
téléph.,transports
cout.,industrie textile
portier,"agences,locations,consultations"
mécen.,"agences,locations,consultations"
menuis.,"bois,liège,meubles"
g. de courses,"journalières,entretien"
g. de peine,"journaliers,entretien"
électr.,"gaz,eau,éléctricité"
taill.,industrie du papier
vve,"employés pour tous,célibataires"
emp,"employés pour tous,célibataires"
CFF.,transports
g. de p.,"gaz,eau,éléctricité"
coif.,arts graphiques
ling.,"vêtements, lingerie,chaussures,literies"
ling.,"vêtements, lingerie,chaussures,literies"
cuisin.,produits alimentaires
ents financiers"
épicer.,commerce de détail
photo.,arts graphiques
contre-m.,horlogerie
capor. gendarmer,administration publique
cuisinier,"hôtellerie,restauration"
journ.,"journaliers,entretien"
journalier,"journaliers,entretien"
cuisin.,produits alimentaires
méc.,industrie des métaux
emp. post,administration publique
dessin,arts graphiques
m. de danse,arts graphiques
institutrice,"agences,locations,consultations"
peintre,arts graphiques
empl. de com.,commerce de détail
coiff.,commerce de détail
coiff.,commerce de détail
banque,"banques,établissements financiers"
music.,arts graphiques
escal. du Grand Chêne 3,"agences,locations,consultations"
dom.,employées pour le ménage et la ferme
sténo,bureaux de consultation
photogr.,arts graphiques
jardin.,"journaliers,entretien"
coiffeur,commerce de détail
emp.,"employés pour tous,célibataires"
emp. BCV.,"banques,établissements financiers"
tapiss.,"bois,liège,meubles"
gér.,"agences,locations,consultations"
brodeuse,industrie textile
entrep. transports,transports
charpentier,"construction,charpenterie"
comptab.,bureaux de consultation
ag. de sûreté,administration publique
nég.,"banques,établissements financiers"
peintre,arts graphiques
tapiss.,"bois,liège,meubles"
représentant,commerce de gros
nég.,"banques,établissements financiers"
déménageur,transports
corsets,"vêtements, lingerie,chaussures,literies"
infirmière,employées pour le ménage et la ferme
blanchisseuse,employées pour le ménage et la ferme
gérants d’immeub.,"affaires immobilières,location"
nég. en vins,commerce de gros
blanchisseuse,employées pour le ménage et la ferme
instit.,administration publique
infirm.,employées pour le ménage et la ferme
diaconn.,"employés pour tous,célibataires"
appar.,horlogerie
dessin,arts graphiques
peintre,arts graphiques
empl,"employés pour tous,célibataires"
garç. d'écurie,"employés pour tous,célibataires"
cout.,industrie textile
hôtel.,"hôtellerie,restauration"
téléph.,transports
cout.,"construction,charpenterie"
marg.,employées pour le ménage et la ferme
menuis.,"bois,liège,meubles"
nég.,"banques,établissements financiers"
menuis.,"bois,liège,meubles"
drogu.,industrie chimique
maréch.,produits alimentaires
mont.,horlogerie
gérant,"agences,locations,consultations"
garde-forestier,administration publique
huissier du Conseil d’Etat,administration publique
jardin.,"journaliers,entretien"
cout.,industrie textile
architecte,"construction,charpenterie"
maraîch.,produits alimentaires
empl. de banque,"banques,établissements financiers"
inst.,administration publique
dentelles,industrie textile
commis C. F. F.,transports
agricul.,employées pour le ménage et la ferme
agricul.,employées pour le ménage et la ferme
appar.,industrie des métaux
anc. cafetier,"hôtellerie,restauration"
emp. BCV,"banques,établissements financiers"
appareilleur,"construction,charpenterie"
charretier,transports
typogr,arts graphiques
hôtelier,"hôtellerie,restauration"
empl. S. I.,"employés pour tous,célibataires"
infimier,réparations
piqueur,"journaliers,entretien"
boucher,produits alimentaires
compt,"banques,établissements financiers"
équarrisseur,industrie des métaux
journal.,arts graphiques
ouv. de ville Bégonias 12,"journaliers,entretien"
retraité,administration publique
men.,vachers célibataires
fact.,industrie du papier
fontain.,pierre et terre
l,commerce de détail
typo.,réparations
instit.,administration publique
coiff.,commerce de détail
pension,assurances privées
cordon,industrie textile
costumière,"vêtements, lingerie,chaussures,literies"
électr.,"gaz,eau,éléctricité"
sous-caiss. S. I.,"banques,établissements financiers"
ouvr. de ville,administration publique
ouv. de ville,"journaliers,entretien"
jardin.,"journaliers,entretien"
ouvr. de ville,administration publique
coif.,arts graphiques
m d’,
agricult.,employées pour le ménage et la ferme
agriculteur,employées pour le ménage et la ferme
représent,"agences,locations,consultations"
admin. de cinéma,"agences,locations,consultations"
garde for,"employés pour tous,célibataires"
agriculteur,"employés pour tous,célibataires"
cout.,"construction,charpenterie"
mercerie,
C. F. F.,transports
ouv. de ville,"journaliers,entretien"
agricult.,employées pour le ménage et la ferme
agricul.,employées pour le ménage et la ferme
vins,produits alimentaires
fromages,produits alimentaires
secrétaire du juge de paix,administration publique
banque,"banques,établissements financiers"
cout.,"vêtements, lingerie,chaussures,literies"
jardin.,"journaliers,entretien"
serrur.,industrie des métaux
cimenteur,pierre et terre
empl. C. F. F.,"employés pour tous,célibataires"
gyps.,transports
prof. de musique,arts graphiques
repass.,industrie textile
coiffeur,commerce de détail
coiff.,commerce de détail
postal,transports
ag. Unions,"agences,locations,consultations"
charret.,transports
agriculteur,employées pour le ménage et la ferme
nég.,"banques,établissements financiers"
bleaux anc.,pierre et terre
cout.,industrie textile
sellier,
ag. d’assur,assurances privées
peintre,arts graphiques
nég.,"banques,établissements financiers"
réd.,arts graphiques
nég.,"banques,établissements financiers"
casquetier,industrie textile
instit.,administration publique
médecin,"agences,locations,consultations"
jardin.,"journaliers,entretien"
compt.,"banques,établissements financiers"
postillon,transports
ramon.,
hôtelier,"hôtellerie,restauration"
ling.,"vêtements, lingerie,chaussures,literies"
médica.,"agences,locations,consultations"
ouvr. de ville,administration publique
employé T.L.,transports
fab. de plumes,industrie du papier
cout.,industrie textile
meubles,"bois,liège,meubles"
hôtelier,"hôtellerie,restauration"
nég.,"banques,établissements financiers"
institut.,"agences,locations,consultations"
journal.,arts graphiques
g. de café,"hôtellerie,restauration"
nég.,"banques,établissements financiers"
tailleur,"vêtements, lingerie,chaussures,literies"
insp. as-sur.,assurances privées
secrét. au Départ. de l'Instruct. publique,administration publique
méc.,industrie des métaux
charretier-livreur,transports
cuis.,produits alimentaires
directr,administration publique
reprès.,commerce de détail
ajusteur C. F.F.,industrie des métaux
man. L.-O.,"employés pour tous,célibataires"
taill.,industrie du papier
télégr.,transports
ouv. de,réparations
cordonn.,industrie textile
chef de service,administration publique
rentier,"affaires immobilières,location"
emp.,"employés pour tous,célibataires"
électr.,"gaz,eau,éléctricité"
comm. post.,transports
ling.,"vêtements, lingerie,chaussures,literies"
prof. de publicité,"agences,locations,consultations"
publicité,arts graphiques
bouch.,réparations
ouv. C.F.F.,transports
march. de vins,commerce de détail
emp. arch.,"employés pour tous,célibataires"
cout.,industrie textile
ing. C.F.F.,transports
cout.,industrie textile
ling.,"vêtements, lingerie,chaussures,literies"
voyageur,transports
instit.,administration publique
anc. nég.,commerce de détail
profes.,"employés pour tous,célibataires"
prof.,bureaux de consultation
représentant,commerce de gros
inst. retraité,administration publique
journal.,arts graphiques
ing.,industrie chimique
avocat,"agences,locations,consultations"
ferblantier,industrie des métaux
préposé aux poursuites,"agences,locations,consultations"
avocat,"agences,locations,consultations"
cordonnier,"vêtements, lingerie,chaussures,literies"
menuis.,"bois,liège,meubles"
menuis.,"bois,liège,meubles"
fonctionnaire postal,administration publique
portier,"agences,locations,consultations"
rent.,"affaires immobilières,location"
gér.,"agences,locations,consultations"
chauff. gaz,"gaz,eau,éléctricité"
repass.,industrie textile
commis post.,"agences,locations,consultations"
commissaire de police,administration publique
peintre,arts graphiques
compt.,"banques,établissements financiers"
colport.,commerce de détail
dessinat.,arts graphiques
sommel.,"hôtellerie,restauration"
blanchis.,"journalières,entretien"
gouv.,administration publique
opérateur,industrie chimique
sténogr.,bureaux de consultation
ing.,industrie chimique
ling.,"vêtements, lingerie,chaussures,literies"
photograveur,"bijouterie,gravure,frappe"
instit.,administration publique
emp.,"employés pour tous,célibataires"
ouv.,"employés pour tous,célibataires"
serrur.,industrie des métaux
domest.,employées pour le ménage et la ferme
ling.,"vêtements, lingerie,chaussures,literies"
médecin,bureaux de consultation
aiguilleur C.,transports
empl. C.F.F.,transports
dentiste,réparations
cycles,transports
pension,assurances privées
représ.,commerce de détail
agr.,employées pour le ménage et la ferme
profes. de musique,arts graphiques
employé trams,transports
empl. T.I.,bureaux de consultation
cond. C.F. F.,
relieur,industrie du papier
relieur,industrie du papier
man,"employés pour tous,célibataires"
comm. d’autom.,commerce de détail
g. de café,"hôtellerie,restauration"
empl. C.F.F.,transports
avoc.,"agences,locations,consultations"
commis post.,"agences,locations,consultations"
rédact.,arts graphiques
agent de police,administration publique
charcut.,produits alimentaires
chauffeur C. F. F.,transports
bijoutier,"bijouterie,gravure,frappe"
horloger,horlogerie
pension,assurances privées
empl. contr,"agences,locations,consultations"
restaur.,"hôtellerie,restauration"
anc. past.,"employés pour tous,célibataires"
caf. du Tram Montherond,"hôtellerie,restauration"
sage-femme,réparations
avocats,"agences,locations,consultations"
agricul.,employées pour le ménage et la ferme
dent.,réparations
cafetier,"hôtellerie,restauration"
voiturier,transports
journal.,arts graphiques
chocolats,produits alimentaires
dactylo,bureaux de consultation
cafetier,"hôtellerie,restauration"
cafetier,"hôtellerie,restauration"
mécan,industrie des métaux
négociant,commerce de gros
électric.,"gaz,eau,éléctricité"
traduct.,"agences,locations,consultations"
médecin,"agences,locations,consultations"
ag. pol.,administration publique
cuisin.,produits alimentaires
chef de train C. F. F. retraité,transports
ferblantier,industrie des métaux
somm.,commerce de détail
horlog.,horlogerie
repas.,"hôtellerie,restauration"
fripière,"vêtements, lingerie,chaussures,literies"
musique,arts graphiques
empl. post.,"employés pour tous,célibataires"
ag. de pol.,administration publique
ag. d’aff.,"agences,locations,consultations"
emp. C.F.F.,
tôlier,industrie des métaux
coiffeuse,commerce de détail
mécanic.,réparations
secrét.,"agences,locations,consultations"
publicité,arts graphiques
ferblantier,industrie des métaux
prof. de langues,bureaux de consultation
piano,arts graphiques
ouvr. C.F.F.,
sommelier,"hôtellerie,restauration"
dessinateur,arts graphiques
mécanicien,industrie des métaux
pension,assurances privées
dir. d’impr.,arts graphiques
imprim.,arts graphiques
instit.,administration publique
coiffeuse,commerce de détail
chauff. au gaz,"gaz,eau,éléctricité"
coiff.,commerce de détail
mercerie,
imp.,industrie du papier
emp. C.F.F.,transports
cuisin.,produits alimentaires
vendeur de journaux,commerce de détail
mag.,commerce de détail
cord.,industrie du papier
brodeuse,industrie textile
f. de ch.,"construction,charpenterie"
jardin.,"journaliers,entretien"
ferbl.,industrie des métaux
institutr.,administration publique
rédacteur,arts graphiques
cout.,"construction,charpenterie"
ferblantiers,industrie des métaux
pelletière,industrie du papier
sténogr.,bureaux de consultation
appareill.,"construction,charpenterie"
commis T.-L.,transports
coiffeur,commerce de détail
laitier,produits alimentaires
fourreur,industrie textile
restaurateur,"hôtellerie,restauration"
encaisseur,"banques,établissements financiers"
rurier,"journaliers,entretien"
monteur,réparations
galocher,réparations
empl. T.-L.,"employés pour tous,célibataires"
boulang.,produits alimentaires
fact.,industrie du papier
garde-front.,administration publique
boucher,produits alimentaires
reprês.,réparations
pension,assurances privées
cordonn.,industrie textile
sous-directrice,administration publique
taill.,industrie du papier
machiniste,industrie des métaux
sommel.,"hôtellerie,restauration"
emp. L.-S.,"employés pour tous,célibataires"
ferblantier,industrie des métaux
chauffeur,transports
instit.,administration publique
voyag.,transports
charretier,transports
jornalière,"journalières,entretien"
sommel.,"hôtellerie,restauration"
épic.,produits alimentaires
emp. CFF,transports
emp. de mag.,commerce de détail
chef de train,transports
entrepr. gypsier,industrie du papier
rédact.,arts graphiques
institutr.,administration publique
instit.,administration publique
industriel,industrie chimique
comm. CFF,transports
reprès.,commerce de détail
représent.,"agences,locations,consultations"
cout.,industrie textile
entrepreneur,"agences,locations,consultations"
emp.,"employés pour tous,célibataires"
fromages,produits alimentaires
ouvr. C.F.F.,
nég.,"banques,établissements financiers"
mercerie en gros,commerce de gros
fromages,produits alimentaires
nég.,"banques,établissements financiers"
prof. de musique,arts graphiques
chef de bureau CFF.,administration publique
maç.,"bois,liège,meubles"
taill.,industrie textile
chauffeur,transports
industriel,industrie chimique
voyageur,transports
tailleur,"vêtements, lingerie,chaussures,literies"
Grancy 7,industrie chimique
gouv.,administration publique
compt.,"banques,établissements financiers"
att. de consulat,administration publique
voiturier,transports
primeurs,produits alimentaires
g.-front.,transports
taill.,industrie du papier
cout.,industrie textile
cout.,"construction,charpenterie"
empl. de banque,"banques,établissements financiers"
chef de l'Economat CFF.,administration publique
charpentier,"construction,charpenterie"
laveur,"journaliers,entretien"
coiffeur,commerce de détail
empl. post.,"employés pour tous,célibataires"
plâtrier,"construction,charpenterie"
relieur,industrie du papier
prof.,bureaux de consultation
secrét.,"agences,locations,consultations"
md de volailles,produits alimentaires
entrepreneur,"agences,locations,consultations"
prof.,bureaux de consultation
entrep.,"agences,locations,consultations"
menuis.,"bois,liège,meubles"
cout.,"vêtements, lingerie,chaussures,literies"
charret.,transports
tabacs,commerce de détail
charretier,transports
infirm.,"employés pour tous,célibataires"
confiser.,produits alimentaires
compt.,"banques,établissements financiers"
prof. piano,arts graphiques
institutrice,"agences,locations,consultations"
emp.,"employés pour tous,célibataires"
représ.,commerce de détail
sell,commerce de détail
juge fédéral,administration publique
apiculteur,employées pour le ménage et la ferme
cordon.,"vêtements, lingerie,chaussures,literies"
attaché consulat,administration publique
ing.,industrie chimique
ing. C.F.F.,transports
tabacs,commerce de détail
secret.,"agences,locations,consultations"
institut.,administration publique
ag. pol.,administration publique
garde-malade,employées pour le ménage et la ferme
gérances,"agences,locations,consultations"
avocat,"agences,locations,consultations"
lingère,"vêtements, lingerie,chaussures,literies"
nég.,"banques,établissements financiers"
m. d'ouvrages,"construction,charpenterie"
cuisin.,produits alimentaires
étudi.,"agences,locations,consultations"
garde-front.,administration publique
tapissier,"bois,liège,meubles"
cout.,industrie textile
laveur,réparations
ag. de pol.,administration publique
ouvr. C.F.F.,
impr.,arts graphiques
télégr.,"gaz,eau,éléctricité"
journ.,"journaliers,entretien"
secrét. d'hôtel,"hôtellerie,restauration"
gyps.,transports
laitier,produits alimentaires
étudi.,"agences,locations,consultations"
jardin.,"journaliers,entretien"
ajust.,réparations
cout.,industrie textile
contrôleur des écoles,administration publique
instit.,administration publique
relieur,industrie du papier
g.-malades,"journalières,entretien"
past.,réparations
prof. de musique,arts graphiques
journal.,arts graphiques
étud.,"agences,locations,consultations"
chef Economat des postes,administration publique
coiff.,commerce de détail
inst.,"construction,charpenterie"
lingère,"vêtements, lingerie,chaussures,literies"
boulàng.,produits alimentaires
dom.,employées pour le ménage et la ferme
commis postal,"agences,locations,consultations"
cordonnier,"vêtements, lingerie,chaussures,literies"
voyag.,transports
journal.,arts graphiques
commis C. F. F.,
serrur,industrie des métaux
étud.,bureaux de consultation
prof. de piano,arts graphiques
étud.,"agences,locations,consultations"
g.-mal.,"employés pour tous,célibataires"
empl. C. F.,"employés pour tous,célibataires"
g.-mal.,"employés pour tous,célibataires"
sommel.,"hôtellerie,restauration"
journal.,arts graphiques
repr.,commerce de détail
dom.,employées pour le ménage et la ferme
direct.,administration publique
not.,réparations
cuisin.,produits alimentaires
pension,assurances privées
électr.,"gaz,eau,éléctricité"
ployé,"employés pour tous,célibataires"
dessinateur,arts graphiques
directeur des postes,administration publique
chauf.,transports
dessin.,arts graphiques
emp.,"employés pour tous,célibataires"
prof.,bureaux de consultation
emp. de bur.,bureaux de consultation
chef de train,transports
inst.,administration publique
charretier,transports
tapissier,"construction,charpenterie"
compt.,"banques,établissements financiers"
emp.,"employés pour tous,célibataires"
emp.,"employés pour tous,célibataires"
prof,administration publique
étud,administration publique
étud.,"agences,locations,consultations"
ingên.,industrie chimique
préparat.,produits alimentaires
chauf.,transports
horlog.,horlogerie
garde-malade,employées pour le ménage et la ferme
fumiste,réparations
sculpt.,pierre et terre
contr. Sécuritas,"agences,locations,consultations"
repasseuse,industrie textile
blanchisseuse,employées pour le ménage et la ferme
cond. C. F. F.,
commis postal,administration publique
ingén. chef de la Ville,administration publique
horlog,horlogerie
papeterie,industrie du papier
primeurs,produits alimentaires
teinturier,industrie textile
commis post.,"agences,locations,consultations"
emp. banq,"banques,établissements financiers"
blanchisseur,industrie textile
charretier,transports
compt,"banques,établissements financiers"
gendarme,administration publique
retraité CFF,administration publique
encaustique,arts graphiques
ns,consultations"
cuisin.,produits alimentaires
médecin,bureaux de consultation
élect.,"gaz,eau,éléctricité"
limonadier,"hôtellerie,restauration"
ingé.,administration publique
cocher,réparations
horlog.,horlogerie
boulang.,produits alimentaires
ing,industrie chimique
instit.,administration publique
teinturerie,industrie textile
man,"employés pour tous,célibataires"
confections,industrie textile
lingère,"vêtements, lingerie,chaussures,literies"
taill.,industrie du papier
lingère,"vêtements, lingerie,chaussures,literies"
électric.,"gaz,eau,éléctricité"
charretier,transports
surveillant Ecole de réforme,administration publique
domest.,employées pour le ménage et la ferme
